Date,Year,Month,Month_Name,YearMonth,Day,Week,Learner_ID,Cohort,Track,Name,Email,Duration_Minutes,Duration_Hours,Join_Time,Leave_Time,Attended
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,148,2.47,08:58,11:26,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,157,2.62,09:13,11:50,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,152,2.53,09:06,11:38,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,143,2.38,08:59,11:22,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,0,0.0,,,False
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,155,2.58,09:07,11:42,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,147,2.45,08:59,11:26,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,151,2.52,09:10,11:41,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,156,2.6,09:08,11:44,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,173,2.88,09:09,12:02,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,155,2.58,09:13,11:48,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,167,2.78,09:04,11:51,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,156,2.6,09:12,11:48,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,136,2.27,08:58,11:14,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,0,0.0,,,False
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,146,2.43,09:00,11:26,True
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,0,0.0,,,False
2025-10-14,2025,10,October,2025-10,Tuesday,1,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,136,2.27,09:13,11:29,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,146,2.43,09:02,11:28,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,emily.nguyen73@email.com,161,2.68,09:07,11:48,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,25,0.42,08:57,09:22,False
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,150,2.5,08:58,11:28,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,151,2.52,09:15,11:46,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,172,2.87,09:09,12:01,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,157,2.62,09:01,11:38,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,0,0.0,,,False
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,0,0.0,,,False
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,189,3.15,09:03,12:12,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,186,3.1,09:02,12:08,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,169,2.82,08:59,11:48,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,156,2.6,09:11,11:47,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,159,2.65,09:13,11:52,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,176,2.93,09:07,12:03,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,171,2.85,09:02,11:53,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,154,2.57,09:07,11:41,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,159,2.65,09:01,11:40,True
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,4,0.07,09:09,09:13,False
2025-10-15,2025,10,October,2025-10,Wednesday,1,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,163,2.72,09:05,11:48,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,166,2.77,08:57,11:43,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,emily.nguyen73@email.com,0,0.0,,,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,137,2.28,08:58,11:15,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,182,3.03,09:04,12:06,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,135,2.25,08:59,11:14,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,7,0.12,09:12,09:19,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,0,0.0,,,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,0,0.0,,,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,181,3.02,09:01,12:02,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,169,2.82,09:07,11:56,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,145,2.42,09:10,11:35,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,143,2.38,08:56,11:19,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,158,2.63,09:04,11:42,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,0,0.0,,,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,0,0.0,,,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,175,2.92,09:14,12:09,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,1,0.02,09:03,09:04,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,13,0.22,08:59,09:12,False
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,143,2.38,09:03,11:26,True
2025-10-16,2025,10,October,2025-10,Thursday,1,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,174,2.9,09:14,12:08,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,142,2.37,09:03,11:25,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,emily.nguyen73@email.com,154,2.57,09:03,11:37,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,13,0.22,09:04,09:17,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,163,2.72,09:02,11:45,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,156,2.6,08:55,11:31,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,0,0.0,,,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,0,0.0,,,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,175,2.92,09:03,11:58,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,142,2.37,08:59,11:21,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,0,0.0,,,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,0,0.0,,,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,152,2.53,09:11,11:43,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,169,2.82,08:56,11:45,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,0,0.0,,,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,171,2.85,09:04,11:55,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,145,2.42,08:58,11:23,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,0,0.0,,,False
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,147,2.45,09:00,11:27,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,176,2.93,08:58,11:54,True
2025-10-17,2025,10,October,2025-10,Friday,1,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,157,2.62,09:01,11:38,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,184,3.07,09:11,12:15,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,emily.nguyen73@email.com,160,2.67,09:09,11:49,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,153,2.55,08:58,11:31,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,141,2.35,08:58,11:19,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,164,2.73,09:09,11:53,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,145,2.42,09:14,11:39,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,0,0.0,,,False
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,147,2.45,09:02,11:29,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,166,2.77,09:12,11:58,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,158,2.63,09:14,11:52,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,162,2.7,08:59,11:41,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,138,2.3,09:05,11:23,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,164,2.73,09:15,11:59,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,134,2.23,09:09,11:23,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,154,2.57,09:10,11:44,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,139,2.32,09:06,11:25,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,0,0.0,,,False
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,0,0.0,,,False
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,163,2.72,09:04,11:47,True
2025-10-20,2025,10,October,2025-10,Monday,2,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,133,2.22,09:03,11:16,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,164,2.73,09:01,11:45,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,emily.nguyen73@email.com,149,2.48,09:11,11:40,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,0,0.0,,,False
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,154,2.57,09:07,11:41,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,148,2.47,09:12,11:40,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,164,2.73,09:10,11:54,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,157,2.62,09:11,11:48,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,159,2.65,08:55,11:34,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,121,2.02,09:06,11:07,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,145,2.42,08:56,11:21,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,122,2.03,09:00,11:02,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,0,0.0,,,False
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,150,2.5,08:56,11:26,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,169,2.82,09:08,11:57,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,0,0.0,,,False
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,167,2.78,09:13,12:00,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,148,2.47,09:03,11:31,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,151,2.52,09:15,11:46,True
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,0,0.0,,,False
2025-10-21,2025,10,October,2025-10,Tuesday,2,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,145,2.42,09:11,11:36,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,153,2.55,09:12,11:45,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,emily.nguyen73@email.com,158,2.63,09:01,11:39,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,charles.liu94@email.com,171,2.85,09:13,12:04,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,elizabeth.wang88@email.com,163,2.72,08:57,11:40,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,ming.martinez11@email.com,154,2.57,09:05,11:39,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,nadia.ahmed98@email.com,166,2.77,09:00,11:46,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,sofia.morris28@email.com,0,0.0,,,False
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,zainab.liu36@email.com,25,0.42,09:14,09:39,False
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,babatunde.chen31@email.com,164,2.73,09:05,11:49,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,kwame.verma14@email.com,158,2.63,09:13,11:51,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,nadia.park15@email.com,144,2.4,09:07,11:31,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,ronald.gonzalez45@email.com,27,0.45,09:00,09:27,False
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,amy.johnson94@email.com,148,2.47,09:14,11:42,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,jennifer.king44@email.com,170,2.83,08:55,11:45,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,elizabeth.miller67@email.com,150,2.5,09:09,11:39,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,amy.green60@email.com,157,2.62,09:06,11:43,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,emily.hall76@email.com,175,2.92,09:10,12:05,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,kenneth.chen35@email.com,175,2.92,09:10,12:05,True
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,timothy.nwosu94@email.com,0,0.0,,,False
2025-10-22,2025,10,October,2025-10,Wednesday,2,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,angela.robinson64@email.com,149,2.48,08:55,11:24,True
2025-10-23,2025,10,October,2025-10,Thursday,2,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,dorothy.choi73@email.com,177,2.95,08:59,11:56,True
